"Monto";"Cantidad";"level3";"Proveedor";"Municipios"
252.536;5;Aceites vegetales y grasas comestibles;"""MARIA INES""";Municipalidad de Talcahuano
101.398;1;Ensaladas preparadas;"""Redoffice""";Municipalidad de Huechuraba
1.806.334;11;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ComercialrRossy""";Municipalidad de Cabrero
436.572;1;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Curacaví
134.454;2;Bebidas y comidas infantiles;"""Centro Pan Emmanuel""";Municipalidad de Bulnes
309.916;1;Empanadas, tartas y pies;"""Carolina Andrea""";Municipalidad de San Rafael
3.975.457;1;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de La Pintana
77.576;2;Aceites vegetales y grasas comestibles;"""Luvaly SPA""";Municipalidad de Monte Patria
4.677.107;9;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de Lanco
932.128;5;Bebidas y comidas infantiles;"""ALVI SUPERMERCADOS MAYORISTA S.A.""";Municipalidad de San Rafael
642.673;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de El Bosque
371.897;2;Grasas y aceites animales comestibles;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de Valdivia
18.773.557;140;Aceites vegetales y grasas comestibles;"""La Posada""";Municipalidad de Santa Bárbara
285.576;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""VICTOR GREGORIO""";Municipalidad de Rio Hurtado
390.761;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Josefina Arenas Vasquez - casa matriz""";Municipalidad de Peralillo
1.679.486;9;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ELINA FLORINDA""";Municipalidad de Tirúa
6.155.625;3;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Ovalle
251.664;1;Empanadas, tartas y pies;"""Hugo Hernández C.""";Municipalidad de San Pedro de la Paz
1.182.468;7;Aceites vegetales y grasas comestibles;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Puerto Saavedra
296.961;5;Aceites vegetales y grasas comestibles;"""ComercialrRossy""";Municipalidad de El Carmen
186.340;2;Aceites vegetales y grasas comestibles;"""virginia tapia""";Municipalidad de Longaví
332.196;1;Empanadas, tartas y pies;"""Soc. Antonio Arturo Lee Caporata Ltda""";Municipalidad de General Lagos
3.490.706;1;Acompañamientos preparados;"""Rica Aventura""";Municipalidad de Calama
1.924.608;13;Empanadas, tartas y pies;"""panaderia el grano""";Municipalidad de Pitrufquén
355.844;1;Empanadas, tartas y pies;"""Loreto Marisol""";Municipalidad de San Rosendo
211.176;1;Empanadas, tartas y pies;"""Banqueteria Gourmet""";Municipalidad de Los Ángeles
295.409;5;Acompañamientos preparados;"""BRAULIO RODRIGO""";Municipalidad de Hualaihue
270.845;2;Acompañamientos preparados;"""maco""";Municipalidad de Los Lagos
1.006.656;1;Empanadas, tartas y pies;"""Panaderia Coihueco""";Municipalidad de Coihueco
345.260;1;Aceites vegetales y grasas comestibles;"""Punto Rabie""";Municipalidad de Hijuelas
293.454;1;Empanadas, tartas y pies;"""PAOLA PILAR""";Municipalidad de Concón
797.711;2;Aceites vegetales y grasas comestibles;"""Punto Rabie""";Municipalidad de Pitrufquén
604.925;1;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Quilpue
284.070;2;Empanadas, tartas y pies;"""jacqueline alexandra """;Municipalidad de Rancagua
5.070.378;2;Aceites vegetales y grasas comestibles;"""SUSAN CATERINA""";Municipalidad de Monte Patria
30.826;1;Bebidas y comidas infantiles;"""Salcobrand S.A.""";Municipalidad de Puerto Montt
384.893;2;Empanadas, tartas y pies;"""Carmen Luz """;Municipalidad de San Fabián
320.936;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Magali Cantergiani H""";Municipalidad de Traiguén
191.386;1;Aceites vegetales y grasas comestibles;"""elarriero""";Municipalidad de Coyhaique
622.978;1;Empanadas, tartas y pies;"""elba guajardo""";Municipalidad de Chanco
1.049.681;1;Empanadas, tartas y pies;"""Francesca Natalia""";Municipalidad de La Ligua
116.403;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Distribuidora Seguel Limitada""";Municipalidad de Lota
291.426;4;Aceites vegetales y grasas comestibles;"""Alicia Aida Salas Fernandez""";Municipalidad de Colbún
467.574;3;Empanadas, tartas y pies;"""ivonne angelica sanhueza lefipan""";Municipalidad de Loncoche
177.139;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""LA ESTRELLA""";Municipalidad de San Bernardo
4.376.014;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""pasteleria tatiyan Ltda.""";Municipalidad de Los Ángeles
62.902;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Penco
1.466.865;7;Acompañamientos preparados;"""SUPERMERCADO COMBARBALA""";Municipalidad de Combarbalá
416.710;1;Empanadas, tartas y pies;"""maria huerta chavez""";Municipalidad de Ancud
362.210;2;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Chimbarongo
5.730.472;6;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de San Felipe
31.777;1;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de Chillán
58.249;1;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de Huechuraba
82.536;3;Empanadas, tartas y pies;"""antu newen""";Municipalidad de Pucón
3.457.144;14;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial Fouad E.I.R.L.""";Municipalidad de Panguipulli
408.997;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Nueva Imperial
558.607;1;Bebidas y comidas infantiles;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de Lanco
33.011;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Chillán
410.670;1;Bebidas y comidas infantiles;"""AFRODITA""";Municipalidad de Hualpén
475.199;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""LOSENCINOS""";Municipalidad de Peralillo
12.256.802;2;Ensaladas preparadas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Florida
773.432;2;Bebidas y comidas infantiles;"""Feryval""";Municipalidad de Futaleufú
166.639;1;Aceites vegetales y grasas comestibles;"""MANUEL CAMPOS CHAVEZ""";Municipalidad de Palena
324.874;1;Empanadas, tartas y pies;"""Ivonne de las Mercedes""";Municipalidad de Colbún
4.402.311;4;Empanadas, tartas y pies;"""Eventos & productos nofer""";Municipalidad de Nacimiento
776.595;3;Bebidas y comidas infantiles;"""JAIME DEL CARMEN CORTES BUSTAMANTE""";Municipalidad de Colbún
1.937.001;8;Aceites vegetales y grasas comestibles;"""URZUA SCHWALM Y CIA LIMITADA""";Municipalidad de Lago Ranco
168.313;1;Empanadas, tartas y pies;"""marianela""";Municipalidad de Rinconada
450.849;3;Acompañamientos preparados;"""SUPERMERCADO GHISELLINI""";Municipalidad de Lumaco
1.842.447;6;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PRISA S.A.""";Municipalidad de Pitrufquén
277.622;1;Grasas y aceites animales comestibles;"""Comercial Fouad E.I.R.L.""";Municipalidad de Panguipulli
214.682;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Quillota
3.636.595;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""William Ijha Telgie""";Municipalidad de Chillán Viejo
58.188;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Macúl
888.999;2;Ensaladas preparadas;"""Luvaly SPA""";Municipalidad de Puerto Montt
690.765;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Pilar""";Municipalidad de Coquimbo
639.912;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""las delicias""";Municipalidad de Camarones
303.334;1;Empanadas, tartas y pies;"""maria teresa """;Municipalidad de Diego de Almagro
763.241;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Coquimbo
239.662;2;Aceites vegetales y grasas comestibles;"""jobercar""";Municipalidad de Tucapel
1.510.864;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Javiera Constanza Romero Romero""";Municipalidad de Pelarco
144.485;1;Grasas y aceites animales comestibles;"""Comercial Javiera""";Municipalidad de Pinto
635.228;3;Acompañamientos preparados;"""SUPERFRUT S.A.""";Municipalidad de Torres del Paine
2.520.561;1;Empanadas, tartas y pies;"""victoria  carreno""";Municipalidad de Isla de Maipo
2.742.967;4;Aceites vegetales y grasas comestibles;"""SOCIEDAD COMERCIAL MAULE LTDA""";Municipalidad de Colbún
250.475;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Chimbarongo
125.778;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Cobquecura
551.780;2;Aceites vegetales y grasas comestibles;"""CARLOS CANALES ALFARO""";Municipalidad de Yerbas Buenas
185.144;1;Ensaladas preparadas;"""MARISOL DEL CARMEN""";Municipalidad de San Nicolás
1.510.864;2;Grasas y aceites animales comestibles;"""Javiera Constanza Romero Romero""";Municipalidad de Pelarco
3.523.558;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Catemu
148.996;1;Aceites vegetales y grasas comestibles;"""Alex Hernandez Rojas""";Municipalidad de Colbún
172.470;1;Acompañamientos preparados;"""Panaderia Condell""";Municipalidad de Olmué
406.046;1;Empanadas, tartas y pies;"""KARINA""";Municipalidad de Coihueco
227.869;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Los Ángeles
12.497.284;6;Aceites vegetales y grasas comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Maipú
4.508.440;2;Aceites vegetales y grasas comestibles;"""G & S""";Municipalidad de Los Andes
233.661;1;Bebidas y comidas infantiles;"""MEDELY ELIZABETH""";Municipalidad de Salamanca
2.593.103;1;Ensaladas preparadas;"""ComercialrRossy""";Municipalidad de Cabrero
8.459;1;Empanadas, tartas y pies;"""edelma garrido casanova""";Municipalidad de Paillaco
555.901;3;Empanadas, tartas y pies;"""Olga Infante Ramos""";Municipalidad de Colbún
2.836.688;38;Aceites vegetales y grasas comestibles;"""carmen rosa mendez donoso""";Municipalidad de Putaendo
578.619;3;Empanadas, tartas y pies;"""panaderia el grano""";Municipalidad de Victoria
281.864;1;Empanadas, tartas y pies;"""Jeannette""";Municipalidad de Bulnes
292.456;1;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Los Lagos
2.111.394;2;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Temuco
434.057;6;Bebidas y comidas infantiles;"""supermercado los aromos""";Municipalidad de Florida
213.535;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Pablo Agustin""";Municipalidad de Molina
123.213;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial Antuco""";Municipalidad de Quilleco
620.128;1;Aceites vegetales y grasas comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Cañete
25.577;1;Aceites vegetales y grasas comestibles;"""RED OFFICE SUR LTDA.""";Municipalidad de Padre Las Casas
471.449;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Punto Rabie""";Municipalidad de La Cruz
3.659.348;2;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Catemu
458.849;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Los Ángeles
329.902;2;Bebidas y comidas infantiles;"""J.H.Salazar  Limitada.""";Municipalidad de Penco
239.249;1;Empanadas, tartas y pies;"""jose vicente suazo benitez""";Municipalidad de San Pedro de la Paz
27.189;1;Bebidas y comidas infantiles;"""roxana patricia """;Municipalidad de Placilla
33.690;1;Grasas y aceites animales comestibles;"""LOSENCINOS""";Municipalidad de Peralillo
49.147;1;Bebidas y comidas infantiles;"""FARMACIA STEP""";Municipalidad de Tucapel
879.174;2;Empanadas, tartas y pies;"""CONSULTORA SERGIO CACERES E.I.R.L.""";Municipalidad de San Rafael
1.517.023;6;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ComercialrRossy""";Municipalidad de San Ignacio
80.298;1;Aceites vegetales y grasas comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Malloa
983.819;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Cañete
1.075.405;1;Acompañamientos preparados;"""Supermercado Don José""";Municipalidad de Purranque
165.213;1;Empanadas, tartas y pies;"""ADELIANA""";Municipalidad de Chanco
290.740;2;Empanadas, tartas y pies;"""MARISOL DEL CARMEN""";Municipalidad de San Nicolás
146.999;1;Empanadas, tartas y pies;"""Rosa""";Municipalidad de Monte Patria
5.455.617;1;Aceites vegetales y grasas comestibles;"""HUERTOS DEL SUR""";Municipalidad de Independencia
1.222.006;2;Ensaladas preparadas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Recoleta
211.045;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Río Bueno
1.901.514;2;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de Maipú
577.980;2;Aceites vegetales y grasas comestibles;"""SUPERMERCADO COMBARBALA""";Municipalidad de Monte Patria
37.516;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""supermercado los aromos""";Municipalidad de Florida
22.817;1;Acompañamientos preparados;"""MIRIAM SONIA""";Municipalidad de Purén
157.784;1;Aceites vegetales y grasas comestibles;"""EUGENIA DEL CARMEN""";Municipalidad de Cochamó
95.277;1;Aceites vegetales y grasas comestibles;"""Alberto Rodrigo""";Municipalidad de Coyhaique
3.978.923;7;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial Brich""";Municipalidad de Arica
11.734;1;Acompañamientos preparados;"""miguel alejandro""";Municipalidad de Los Vilos
386.676;1;Aceites vegetales y grasas comestibles;"""Oriela Rojas Rivera""";Municipalidad de Iquique
194.118;1;Acompañamientos preparados;"""COMERCIAL AMAR HERMANOS Y CIA""";Municipalidad de Victoria
8.617.302;16;Acompañamientos preparados;"""Supergigante Comercial Aquiles Barra Mendez E.I.R.L.""";Municipalidad de Longaví
141.188;1;Empanadas, tartas y pies;"""Liceo Polivalente de Molina""";Municipalidad de Molina
329.052;1;Acompañamientos preparados;"""cristian zamora murua""";Municipalidad de Petorca
679.494;1;Aceites vegetales y grasas comestibles;"""Comercial Gabriela A Soto Diaz EIRL""";Municipalidad de Concepción
874.471;1;Acompañamientos preparados;"""Comercial Antuco""";Municipalidad de Los Ángeles
694.421;2;Aceites vegetales y grasas comestibles;"""Distribuidora Surmontt""";Municipalidad de Puerto Montt
631.552;1;Empanadas, tartas y pies;"""Francesca Natalia""";Municipalidad de Talagante
1.220.897;1;Aceites vegetales y grasas comestibles;"""Distribuidora BKN""";Municipalidad de Curepto
252.727;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""LOS PRODUCTORES""";Municipalidad de El Carmen
407.104;2;Empanadas, tartas y pies;"""Julia Mercedes""";Municipalidad de Santa Bárbara
272.445;1;Empanadas, tartas y pies;"""Victor Corona Alarcón""";Municipalidad de San Javier
182.709;1;Ensaladas preparadas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de San Carlos
1.006.006;4;Empanadas, tartas y pies;"""ALFONSO""";Municipalidad de Villa Alegre
8.011.969;23;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""SUPERMERCADO AGUAS AZULES""";Municipalidad de Los Muermos
127.796;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Francisco Adelmo""";Municipalidad de Peralillo
178.002;1;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de Curacaví
586.492;2;Ensaladas preparadas;"""RED OFFICE NORTE LTDA.""";Municipalidad de Calama
117.775;2;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Freire
194.245;1;Aceites vegetales y grasas comestibles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de El Carmen
343.916;2;Empanadas, tartas y pies;"""carmen jessica""";Municipalidad de Tocopilla
3.374.149;1;Bebidas y comidas infantiles;"""SOLUCIONES""";Municipalidad de Ovalle
291.469;3;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Monte Patria
236.480;2;Empanadas, tartas y pies;"""luis""";Municipalidad de Bulnes
90.933;1;Aceites vegetales y grasas comestibles;"""Abastecedora del Comercio Ltda.""";Municipalidad de Puerto Montt
38.675;2;Aceites vegetales y grasas comestibles;"""Luvaly SPA""";Municipalidad de Padre Las Casas
146.347;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""HUGO E. PINO OJEDA""";Municipalidad de Río Negro
11.562.864;2;Acompañamientos preparados;"""SUPERMERCADO MARIA CECILIA TORRES ROMERO E.I.R.L.""";Municipalidad de Cunco
55.790;1;Bebidas y comidas infantiles;"""ANDRO DAVID LAFUENTE FERNANDEZ""";Municipalidad de Huara
2.385.835;1;Aceites vegetales y grasas comestibles;"""CARLOS HUMBERTO""";Municipalidad de Cunco
121.286;2;Acompañamientos preparados;"""Victor Corona Alarcón""";Municipalidad de Villa Alegre
4.289.409;17;Bebidas y comidas infantiles;"""INVERSIONES CHAVES Y COMPAÑIA LIMITADA""";Municipalidad de Penco
2.652.637;3;Aceites vegetales y grasas comestibles;"""Supermercado Holzapfel""";Municipalidad de Toltén
6.069.509;18;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Chillán
344.376;6;Empanadas, tartas y pies;"""ELSA BELTRAN ROCHA Y CIA. LTDA.""";Municipalidad de Purén
144.312;1;Bebidas y comidas infantiles;"""ALICIA MARIBEL""";Municipalidad de Puente Alto
838.042;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Oriela Rojas Rivera""";Municipalidad de Alto Hospicio
1.816.425;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Quilicura
2.372.458;5;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Quinta de Tilcoco
133.334;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Punto Rabie""";Municipalidad de Estación Central
2.450.940;2;Empanadas, tartas y pies;"""Rosa María""";Municipalidad de San Antonio
524.697;2;Bebidas y comidas infantiles;"""JUAN ENRIQUE""";Municipalidad de Peralillo
365.553;1;Empanadas, tartas y pies;"""Luis Alberto""";Municipalidad de Longaví
2.065.051;2;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Coinco
1.577.833;2;Ensaladas preparadas;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de Valdivia
17.244.926;10;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Dist. y Comerc. Gabriela Paiva Caceres E.I.R.L.""";Municipalidad de Cauquenes
883.600;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial Javiera""";Municipalidad de Pinto
1.017.904;2;Empanadas, tartas y pies;"""YEAN FRANCO""";Municipalidad de Curicó
720.943;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Talcahuano
275.191;1;Ensaladas preparadas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Coronel
3.343.985;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Herman Alberto Rojas Alucema""";Municipalidad de Monte Patria
5.464.435;10;Empanadas, tartas y pies;"""la casa del campesino""";Municipalidad de Lanco
72.764;1;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de Los Ángeles
15.120.463;9;Aceites vegetales y grasas comestibles;"""Rica Aventura""";Municipalidad de Calama
3.103.348;3;Empanadas, tartas y pies;"""MIRZA CASTILLO NORAMBUENA""";Municipalidad de Nueva Imperial
50.601;1;Acompañamientos preparados;"""Marisol de las Mercedes""";Municipalidad de Longaví
151.312;1;Empanadas, tartas y pies;"""DULCES FESTEJOS MELIPILLA""";Municipalidad de Melipilla
192.111;1;Empanadas, tartas y pies;"""panaderia el grano""";Municipalidad de Freire
259.202;1;Bebidas y comidas infantiles;"""Panaderia Condell""";Municipalidad de Limache
179.433;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Punto Rabie""";Municipalidad de Renaico
585.436;2;Empanadas, tartas y pies;"""CLAUDIA ESTER""";Municipalidad de Lampa
360.905;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Quillota
290.571;1;Acompañamientos preparados;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Lo Barnechea
391.220;1;Bebidas y comidas infantiles;"""GLADYS ELIZABETH""";Municipalidad de Vilcún
46.199;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Concepción
1.213.618;12;Aceites vegetales y grasas comestibles;"""COMERCIAL AMAR HERMANOS Y CIA""";Municipalidad de Victoria
3.978.679;1;Aceites vegetales y grasas comestibles;"""Retro pizzas""";Municipalidad de Nacimiento
204.584;1;Empanadas, tartas y pies;"""Bernardita Andrea""";Municipalidad de La Unión
252.469;1;Acompañamientos preparados;"""CECINAS LANALHUE NEFTALI NEIRA EIRL""";Municipalidad de Contulmo
415.929;1;Aceites vegetales y grasas comestibles;"""Luis  Vilugrón  Castillo""";Municipalidad de Empedrado
4.821.085;12;Grasas y aceites animales comestibles;"""SUPERMERCADO AGUAS AZULES""";Municipalidad de Los Muermos
1.598.810;1;Ensaladas preparadas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Santiago
2.971.055;6;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ximena Ibacache robles""";Municipalidad de Rio Hurtado
5.265.468;15;Empanadas, tartas y pies;"""Ideria  del Carmen""";Municipalidad de Lebu
536.341;1;Bebidas y comidas infantiles;"""CRISTIAN MARCELO""";Municipalidad de Yerbas Buenas
4.368.797;7;Acompañamientos preparados;"""La Posada""";Municipalidad de Quilaco
376.927;2;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de Lota
650.388;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de San Carlos
240.147;2;Empanadas, tartas y pies;"""Jose del Carmen Carvallo Palma""";Municipalidad de Coelemu
488.290;5;Bebidas y comidas infantiles;"""ELSA BELTRAN ROCHA Y CIA. LTDA.""";Municipalidad de Purén
426.106;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Americanos""";Municipalidad de Palena
249.120;1;Aceites vegetales y grasas comestibles;"""Comercial Brich""";Municipalidad de Colchane
68.884;1;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Til Til
1.398.429;3;Aceites vegetales y grasas comestibles;"""CELSO MANUEL""";Municipalidad de Penco
16.211.960;18;Aceites vegetales y grasas comestibles;"""CABANAS REST EVENTOS LA VALENCIANA - PUYEHUE""";Municipalidad de Los Muermos
967.978;2;Ensaladas preparadas;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de Mariquina
424.217;2;Aceites vegetales y grasas comestibles;"""RED OFFICE SUR LTDA.""";Municipalidad de Collipulli
248.717;1;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Cerrillos
1.365.942;4;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Talca
223.426;1;Acompañamientos preparados;"""Comercial Antuco""";Municipalidad de Coronel
64.232;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ANDREA PINILLA LLANOS E.I.R.L.""";Municipalidad de Futaleufú
1.659.430;1;Aceites vegetales y grasas comestibles;"""soc. comercial y distribuidora P y P ltda""";Municipalidad de Los Andes
1.199.778;3;Empanadas, tartas y pies;"""carniceria cuatro esquinas""";Municipalidad de Hijuelas
53.930;1;Acompañamientos preparados;"""Supermercado Holzapfel""";Municipalidad de Toltén
180.484;1;Aceites vegetales y grasas comestibles;"""Chucri Hazín y Cía.Ltda.""";Municipalidad de Mulchén
343.950;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de San Ignacio
1.604.539;3;Aceites vegetales y grasas comestibles;"""Supergigante Comercial Aquiles Barra Mendez E.I.R.L.""";Municipalidad de Longaví
874.471;1;Aceites vegetales y grasas comestibles;"""Comercial Antuco""";Municipalidad de Los Ángeles
206.421;3;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Monte Patria
461.286;2;Empanadas, tartas y pies;"""Victorina Montenegro""";Municipalidad de Collipulli
125.193;1;Grasas y aceites animales comestibles;"""Americanos""";Municipalidad de Palena
753.640;3;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de Vallenar
720.924;6;Aceites vegetales y grasas comestibles;"""karol""";Municipalidad de Lago Ranco
4.901.477;2;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Tierra Amarilla
1.834.004;6;Empanadas, tartas y pies;"""SECRETOSDEFAMILIA""";Municipalidad de Putaendo
766.178;1;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Estación Central
655.157;1;Acompañamientos preparados;"""DIMERC S.A.""";Municipalidad de Melipilla
36.770.406;6;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Florida
5.336.438;33;Aceites vegetales y grasas comestibles;"""SUPERMERCADO COMBARBALA""";Municipalidad de Combarbalá
1.930.168;16;Empanadas, tartas y pies;"""las delicias""";Municipalidad de Coelemu
518.619;3;Aceites vegetales y grasas comestibles;"""CLAUDIA ELIZABETH""";Municipalidad de Putre
6.618.405;17;Aceites vegetales y grasas comestibles;"""La Posada""";Municipalidad de Quilaco
127.934;1;Grasas y aceites animales comestibles;"""las delicias""";Municipalidad de Camarones
791.981;3;Bebidas y comidas infantiles;"""REBECA GUACOLDA SAEZ GODOY""";Municipalidad de Coyhaique
3.529.299;5;Empanadas, tartas y pies;"""NOELIA ELIZABETH""";Municipalidad de Pudahuel
338.253;1;Aceites vegetales y grasas comestibles;"""Redoffice XII""";Municipalidad de Primavera
992.056;3;Empanadas, tartas y pies;"""Sandra Eliana""";Municipalidad de Cauquenes
